id	ext_ids	ext_urls	label	description	tags	source	grade_start	grade_end
khan.multiplicative-comparison-word-problems	lcsh.sh85148106	http://id.loc.gov/authorities/subjects/sh85148106	Compare with multiplication word problems		math	khan	1.0	6.0
khan.decimals-in-words	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Decimals in words		math	khan	1.0	6.0
khan.decimals_on_the_number_line_1	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Decimals on the number line: tenths		math	khan	4.0	4.0
khan.converting_mixed_numbers_and_improper_fractions			Rewrite mixed numbers and improper fractions		math	khan	1.0	6.0
khan.adding-and-subtracting-fractions-with-like-denominators-word-problems	khan.adding-and-subtracting-fractions-with-unlike-denominators-word-problems		Add and subtract fractions word problems (same denominator)		math	khan	1.0	6.0
khan.recognizing-parallel-and-perpendicular-lines			Identify parallel and perpendicular lines		math	khan	7.0	9.0
khan.factor-pairs	lcsh.sh85046846	http://id.loc.gov/authorities/subjects/sh85046846	Factor pairs		math	khan	7.0	9.0
khan.decimals_on_the_number_line_2	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Decimals on the number line: hundredths		math	khan	1.0	6.0
khan.comparing_fractions_2			Compare fractions with different numerators and denominators		math	khan	1.0	6.0
khan.common-denominators			Common denominators		math	khan	1.0	6.0
khan.adding_subtracting_mixed_numbers_0.5	khan.adding-and-subtracting-mixed-numbers-with-like-denominators-2		Add and subtract mixed numbers (no regrouping)		math	khan	5.0	5.0
khan.classifying-shapes-by-line-and-angle-types			Classify shapes by line and angle types		math	khan	1.0	6.0
khan.identifying-factors-and-multiples	lcsh.sh85046818	http://id.loc.gov/authorities/subjects/sh85046818	Identify factors and multiples		math	khan	7.0	9.0
khan.fraction-decimal-intuition	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Write number as a fraction and decimal		math	khan	1.0	6.0
khan.decimals-greater-than-one-intuition	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Place value for decimals greater than 1		math	khan	1.0	6.0
khan.comparing_improper_fractions_and_mixed_numbers			Compare fractions and mixed numbers		math	khan	1.0	6.0
khan.measuring-and-converting-money-word-problems	lcsh.sh85148106	http://id.loc.gov/authorities/subjects/sh85148106	Convert money word problems		math	khan	1.0	6.0
khan.converting_fractions_to_decimals_0.5			Rewrite fractions as decimals (denominators of 10 & 100)		math	khan	1.0	6.0
khan.converting_decimals_to_fractions_1	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Rewrite decimals as fractions		math	khan	1.0	6.0
khan.ordering_fractions			Order fractions		math	khan	7.0	9.0
khan.quadrilateral_types	lcsh.sh85074180	http://id.loc.gov/authorities/subjects/sh85074180	Quadrilateral types		math	khan	1.0	6.0
khan.estimating-with-subtracting-decimals			Estimating with subtracting decimals		math	khan	1.0	6.0
khan.identifying-decimal-place-values	dbpedia.Place_names	http://dbpedia.org/resource/Category:Place_names	Place value names		math	khan	1.0	6.0
khan.comparing-decimals-visually			Compare decimals visually		math	khan	1.0	6.0
khan.converting_decimals_to_fractions_2	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Rewriting decimals as fractions challenge		math	khan	1.0	6.0
khan.subtracting-decimals-without-the-standard-algorithm-1	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Subtract decimals like 0.9-0.7		math	khan	1.0	6.0
khan.powers-of-ten	csp.93E91C9865DD4EBCA018209754052948;S2677606;93E91C9865DD4EBCA018209754052948;csp.5623D7B81E0342729E7A766B230E4E02;5623D7B81E0342729E7A766B230E4E02;csp.7B63D3AA4469456F98D41BC2F9CCB284;7B63D3AA4469456F98D41BC2F9CCB284;wd.Q11238960;lcsh.sh85133805	https://www.wikidata.org/wiki/Q11238960;http://id.loc.gov/authorities/subjects/sh85133805	Powers of ten		math;cte	khan	10.0	12.0
khan.fractions_as_division_by_a_multiple_of_10			Fractions as division by a multiple of 10		math	khan	7.0	9.0
khan.comparing_decimals_1	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Compare decimals (tenths and hundredths)		math	khan	1.0	6.0
khan.common-fractions-and-decimals	lcsh.sh85036192	http://id.loc.gov/authorities/subjects/sh85036192	Common fractions and decimals		math	khan	1.0	6.0
khan.understanding-multiplying-fractions-and-whole-numbers-2			Multiply fractions and whole numbers visually		math	khan	5.0	5.0
khan.volume_with_unit_cubes	dbpedia.Units_of_volume	http://dbpedia.org/resource/Category:Units_of_volume	Volume with unit cubes 1		math	khan	1.0	6.0
khan.subtracting-decimals-without-the-standard-algorithm-2			Subtract decimals like 1.6-0.3		math	khan	1.0	6.0
khan.estimating-with-adding-decimals			Estimating with adding decimals		math	khan	1.0	6.0
khan.decimals-in-written-form	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Decimals in written form		math	khan	1.0	6.0
khan.value-of-a-decimal-digit	lcsh.sh85133805	http://id.loc.gov/authorities/subjects/sh85133805	Value of a digit		math	khan	1.0	6.0
khan.cc-4th-comparing-decimals-and-fractions	lcsh.sh85036192	http://id.loc.gov/authorities/subjects/sh85036192	Compare decimals and fractions		math	khan	1.0	6.0
khan.graphing_points	dbpedia.Graph_drawing	http://dbpedia.org/resource/Category:Graph_drawing	Graph points		math	khan	7.0	9.0
khan.subtracting_fractions			Subtracting fractions with unlike denominators		math	khan	1.0	6.0
khan.using-visuals-to-add-and-subtract-fractions-with-unlike-denominators-			Visually add and subtract fractions		math	khan	1.0	6.0
khan.adding_fractions			Add fractions with unlike denominators		math	khan	1.0	6.0
khan.volume-formula-intuition			Volume formula intuition		math	khan	7.0	7.0
khan.subtracting-decimals-without-the-standard-algorithm-3			Subtract decimals like 78.4-3		math	khan	1.0	6.0
khan.adding-decimals-without-the-standard-algorithm-1	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Add decimals like 0.7+0.5		math	khan	1.0	6.0
khan.comparing-decimal-place-value			Compare decimal place value		math	khan	1.0	6.0
khan.regrouping-whole-numbers			Regroup whole numbers		math	khan	1.0	6.0
khan.identify-coordinates	dbpedia.Coordinates_needed	http://dbpedia.org/resource/Category:Coordinates_needed	Identify coordinates		math	khan	7.0	9.0
khan.adding-and-subtracting-fractions-with-unlike-denominators			Add and subtract fractions challenge		math	khan	7.0	9.0
khan.adding_subtracting_mixed_numbers_1	opensalt.b7294ece-4fa6-11ec-b256-0242ac140003;opensalt.5.ASFUD7;khan.adding-and-subtracting-mixed-numbers-with-unlike-denominators-2		Add and subtract mixed numbers with unlike denominators (no regrouping)		math;objective	khan	5.0	5.0
khan.fraction-multiplication-as-scaling			Fraction multiplication as scaling		math	khan	7.0	9.0
khan.properties-of-shapes	dbpedia.Geometric_shapes	http://dbpedia.org/resource/Category:Geometric_shapes	Properties of shapes		math	khan	1.0	6.0
khan.expressions-with-parentheses	lcsh.sh85098006	http://id.loc.gov/authorities/subjects/sh85098006	Evaluate expressions with parentheses		math	khan	1.0	6.0
khan.subtracting-decimals-without-the-standard-algorithm-4			Subtract decimals like 56.8-17.9		math	khan	1.0	6.0
khan.adding-decimals-without-the-standard-algorithm-2	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Add decimals like 4+5.7		math	khan	1.0	6.0
khan.multiplying-and-dividing-decimals-by-10	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Multiply and divide decimals by 10		math	khan	1.0	6.0
khan.writing-and-interpreting-decimals	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Decimals in expanded form		math	khan	1.0	6.0
khan.regrouping-decimals	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Regroup decimals		math	khan	1.0	6.0
khan.estimating-with-dividing-decimals			Estimating with dividing decimals		math	khan	1.0	6.0
khan.visualizing-and-interpreting-relationships-between-patterns			Relationships between 2 patterns		math	khan	1.0	6.0
khan.identifying-points			Identify points		math	khan	7.0	9.0
khan.understanding-fractions-as-division	lcsh.sh00006400	http://id.loc.gov/authorities/subjects/sh00006400	Fractions as division		math	khan	7.0	9.0
khan.volume_1	csp.FEB82C50D42D433BB0556B9433610EED;S2726939;FEB82C50D42D433BB0556B9433610EED		Volume of rectangular prisms		math;archived british columbia	khan	6.0	6.0
khan.subtracting-decimals-without-the-standard-algorithm-5			Subtract decimals like 0.75-0.56		math	khan	1.0	6.0
khan.adding-decimals-without-the-standard-algorithm-3			Add decimals like 40.1+7.6		math	khan	1.0	6.0
khan.estimating-with-multiplying-decimals			Estimating with multiplying decimals		math	khan	1.0	6.0
khan.comparing_decimals_2	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Compare decimals through thousandths		math	khan	1.0	6.0
khan.dividing-decimals-without-the-standard-algorithm-1			Divide whole numbers like 7÷5 to get a decimal		math	khan	5.0	5.0
khan.distance-between-points-in-first-quadrant-of-coordinate-plane			Distance between points in first quadrant		math	khan	7.0	9.0
khan.shapes-on-the-coordinate-plane	dbpedia.Geometric_shapes	http://dbpedia.org/resource/Category:Geometric_shapes	Shapes on the coordinate plane		math	khan	7.0	9.0
khan.coordinate-plane-word-problems--quadrant-1---basic-	khan.coordinate-plane-word-problems-in-the-first-quadrant		Coordinate plane word problems (quadrant 1)		math	khan	7.0	9.0
khan.understanding-multiplying-fractions-by-fractions			Multiplying fractions with visuals		math	khan	5.0	5.0
khan.multiplying_fractions_0.5	opensalt.b0362104-4fa7-11ec-b242-0242ac140003;opensalt.5.MF		Multiplying fractions		math;unit	khan	5.0	5.0
khan.dividing-whole-numbers-by-unit-fractions-introduction	lcsh.sh00006400	http://id.loc.gov/authorities/subjects/sh00006400	Dividing whole numbers by unit fractions visually		math	khan	1.0	6.0
khan.dividing-fractions-by-whole-numbers-introduction			Dividing unit fractions by whole numbers visually		math	khan	1.0	6.0
khan.understanding-fractions-as-division--word-problems			Fractions as division word problems		math	khan	7.0	9.0
khan.decompose-figures-to-find-volume	khan.decompose-figures-to-find-volume--unit-cubes-		Decompose figures to find volume		math	khan	1.0	6.0
khan.volume_2			Volume word problems		math	khan	1.0	6.0
khan.subtracting-decimals-without-the-standard-algorithm-6			Subtract decimals like 0.6-0.43		math	khan	1.0	6.0
khan.adding-decimals-without-the-standard-algorithm-6			Add decimals like 0.76+0.21		math	khan	1.0	6.0
khan.multiplying-decimals-without-the-standard-algorithm-1	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Multiply decimals like 0.6x0.4		math	khan	1.0	6.0
khan.comparing-decimals-challenge	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Compare decimals challenge		math	khan	1.0	6.0
khan.ordering_decimals	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Order decimals		math	khan	1.0	6.0
khan.rounding-decimals-using-a-number-line	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Round decimals using a number line		math	khan	1.0	6.0
khan.dividing-decimals-without-the-standard-algorithm-2			Divide whole numbers like 63÷12 to get a decimal		math	khan	5.0	5.0
khan.dividing_fractions	lcsh.sh00006400	http://id.loc.gov/authorities/subjects/sh00006400	Dividing whole numbers by unit fractions		math	khan	1.0	6.0
khan.dividing_fractions_0.5	lcsh.sh00006400	http://id.loc.gov/authorities/subjects/sh00006400	Dividing unit fractions by whole numbers		math	khan	1.0	6.0
khan.subtracting-decimals-without-the-standard-algorithm-7			Subtract decimals like 67.89-6		math	khan	1.0	6.0
khan.adding-decimals-without-the-standard-algorithm-4			Add decimals like 5.53+6.1		math	khan	1.0	6.0
khan.multiplying-decimals-without-the-standard-algorithm-2	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Multiply decimals like 0.56x4		math	khan	1.0	6.0
khan.understanding_moving_the_decimal	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Understanding moving the decimal		math	khan	1.0	6.0
khan.rounding-decimals	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Round decimals challenge		math	khan	1.0	6.0
khan.dividing-decimals-without-the-standard-algorithm-3	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Divide decimals like 1.86÷2		math	khan	5.0	5.0
khan.multiplying_mixed_numbers_1	opensalt.433ba00e-4fa9-11ec-a786-0242ac140003;opensalt.5.MF9		Multiply mixed numbers		math;objective	khan	5.0	5.0
khan.multiplying-fractions-by-fractions-word-problems	lcsh.sh85148106	http://id.loc.gov/authorities/subjects/sh85148106	Multiply fractions word problems		math	khan	5.0	5.0
khan.area-of-rectangles-with-fractional-side-lengths			Area of rectangles with fraction side lengths		math	khan	1.0	6.0
khan.subtracting-decimals-without-the-standard-algorithm-8	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Subtract decimals like 15-7.45		math	khan	1.0	6.0
khan.adding-decimals-without-the-standard-algorithm-5			Add decimals like 47.75+11.98		math	khan	1.0	6.0
khan.multiplying-decimals-without-the-standard-algorithm-3	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Multiply decimals like 1.7x0.12		math	khan	1.0	6.0
khan.multiplying-by-taking-out-factors-of-10			Multiply by taking out factors of 10		math	khan	1.0	6.0
khan.dividing-by-taking-out-factors-of-10			Divide by taking out factors of 10		math	khan	1.0	6.0
khan.dividing-decimals-without-the-standard-algorithm-4			Divide decimals like 16.8÷40 by factoring out a 10		math	khan	1.0	6.0
khan.division-with-fractions-and-whole-numbers			Divide fractions and whole numbers word problems		math	khan	1.0	6.0
khan.adding_decimals_0.5	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Adding decimals: tenths		math	khan	1.0	6.0
khan.subtracting_decimals_0.5	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Subtracting decimals: tenths		math	khan	1.0	6.0
khan.multiplying_decimals_0.5			Multiplying decimals like 4x0.6 (standard algorithm)		math	khan	1.0	6.0
khan.multiplication_4			Multi-digit multiplication		math	khan	1.0	6.0
khan.basic-multi-digit-division	lcsh.sh00006400	http://id.loc.gov/authorities/subjects/sh00006400	Basic multi-digit division		math	khan	1.0	6.0
khan.dividing-decimals-without-the-standard-algorithm-5			Divide whole numbers like 80÷200 to get a decimal		math	khan	5.0	5.0
khan.adding_decimals	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Adding decimals: hundredths		math	khan	1.0	6.0
khan.subtracting_decimals	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Subtracting decimals: hundredths		math	khan	1.0	6.0
khan.multiplying_decimals_1			Multiplying decimals like 2.45x3.6 (standard algorithm)		math	khan	1.0	6.0
khan.division_3	lcsh.sh00006400	http://id.loc.gov/authorities/subjects/sh00006400	Division by 2-digits		math	khan	1.0	6.0
khan.converting-measurements-word-problems	khan.converting-units-word-problems--us-customary-;dbpedia.Metricated_units	http://dbpedia.org/resource/Category:Metricated_units	Convert units multi-step word problems (metric)		math	khan	1.0	6.0
khan.dividing-decimals-without-the-standard-algorithm-6			Divide decimals like 0.72÷0.08		math	khan	5.0	5.0
khan.writing-expressions-with-variables-1			Writing basic expressions with variables		math	khan	7.0	9.0
khan.evaluating_expressions_1			Evaluating expressions with one variable		math	khan	7.0	9.0
khan.dividing_decimals_0.5	opensalt.8bd412ec-3082-11ec-b06b-0242ac140003;opensalt.Khan_5.NBT.B.7		Dividing whole numbers like 56÷35 to get a decimal		math;content	khan	5.0	5.0
khan.dividing-decimals-without-the-standard-algorithm-7	dbpedia.Decimalisation	http://dbpedia.org/resource/Category:Decimalisation	Divide decimals and whole numbers by 0.1 or 0.01		math	khan	1.0	6.0
khan.writing_expressions_1			Writing expressions with variables		math	khan	7.0	9.0
khan.exponents	assistments.86;mooccubex.cs.幂指数;幂指数;khan.positive_and_zero_exponents;lcsh.sh85046490;dbpedia.Mohiniyattam_exponents	http://id.loc.gov/authorities/subjects/sh85046490;http://dbpedia.org/resource/Category:Mohiniyattam_exponents	Exponents	Power (Algebra)	math;k-12;computer science;lcsh	khan	10.0	12.0
khan.dividing-decimals-without-the-standard-algorithm-8			Divide decimals like 1.32÷0.12		math	khan	5.0	5.0
khan.negative_number_word_problems	lcsh.sh85093215	http://id.loc.gov/authorities/subjects/sh85093215	Interpreting negative numbers		math	khan	7.0	9.0
