skill_id	prereq_id	source	type	confidence
khan.adding-decimals-without-the-standard-algorithm-2	khan.adding-decimals-without-the-standard-algorithm-1	khan	prerequisite	1.00
khan.multiplying-and-dividing-decimals-by-10	khan.multiplying-and-dividing-by-10	khan	prerequisite	1.00
khan.multiplying-and-dividing-decimals-by-10	khan.value-of-a-decimal-digit	khan	prerequisite	1.00
khan.writing-and-interpreting-decimals	khan.value-of-a-decimal-digit	khan	prerequisite	1.00
khan.regrouping-decimals	khan.value-of-a-decimal-digit	khan	prerequisite	1.00
khan.estimating-with-dividing-decimals	khan.division_1.5	khan	prerequisite	1.00
khan.visualizing-and-interpreting-relationships-between-patterns	khan.patterns	khan	prerequisite	1.00
khan.visualizing-and-interpreting-relationships-between-patterns	khan.graphing_points	khan	prerequisite	1.00
khan.visualizing-and-interpreting-relationships-between-patterns	khan.graph-a-2-variable-relationship	khan	prerequisite	1.00
khan.identifying-points	khan.patterns	khan	prerequisite	1.00
khan.identifying-points	khan.identify-coordinates	khan	prerequisite	1.00
khan.subtracting-decimals-without-the-standard-algorithm-5	khan.subtracting-decimals-without-the-standard-algorithm-4	khan	prerequisite	1.00
khan.adding-decimals-without-the-standard-algorithm-3	khan.adding-decimals-without-the-standard-algorithm-2	khan	prerequisite	1.00
khan.estimating-with-multiplying-decimals	khan.multiplication_3	khan	prerequisite	1.00
khan.comparing_decimals_2	khan.writing-and-interpreting-decimals	khan	prerequisite	1.00
khan.dividing-decimals-without-the-standard-algorithm-1	khan.division_1.5	khan	prerequisite	1.00
khan.dividing-decimals-without-the-standard-algorithm-1	khan.common-fractions-and-decimals	khan	prerequisite	1.00
khan.distance-between-points-in-first-quadrant-of-coordinate-plane	khan.graphing_points	khan	prerequisite	1.00
khan.distance-between-points-in-first-quadrant-of-coordinate-plane	khan.identifying-points	khan	prerequisite	1.00
khan.shapes-on-the-coordinate-plane	khan.graphing_points	khan	prerequisite	1.00
khan.shapes-on-the-coordinate-plane	khan.identifying-points	khan	prerequisite	1.00
khan.coordinate-plane-word-problems--quadrant-1---basic-	khan.identifying-points	khan	prerequisite	1.00
khan.coordinate-plane-word-problems--quadrant-1---basic-	khan.graphing_points	khan	prerequisite	1.00
khan.understanding-multiplying-fractions-by-fractions	khan.understanding-multiplying-fractions-and-whole-numbers-2	khan	prerequisite	1.00
khan.dividing-whole-numbers-by-unit-fractions-introduction	khan.multiplying-unit-fractions-and-whole-numbers	khan	prerequisite	1.00
khan.dividing-fractions-by-whole-numbers-introduction	khan.multiplying-unit-fractions-and-whole-numbers	khan	prerequisite	1.00
khan.understanding-fractions-as-division--word-problems	khan.understanding-fractions-as-division	khan	prerequisite	1.00
khan.decompose-figures-to-find-volume	khan.volume_1	khan	prerequisite	1.00
khan.volume_2	khan.volume_1	khan	prerequisite	1.00
khan.subtracting-decimals-without-the-standard-algorithm-6	khan.subtracting-decimals-without-the-standard-algorithm-5	khan	prerequisite	1.00
khan.adding-decimals-without-the-standard-algorithm-6	khan.adding-decimals-without-the-standard-algorithm-3	khan	prerequisite	1.00
khan.comparing-decimals-challenge	khan.comparing_decimals_2	khan	prerequisite	1.00
khan.ordering_decimals	khan.comparing_decimals_2	khan	prerequisite	1.00
khan.dividing-decimals-without-the-standard-algorithm-2	khan.dividing-decimals-without-the-standard-algorithm-1	khan	prerequisite	1.00
khan.dividing_fractions	khan.dividing-whole-numbers-by-unit-fractions-introduction	khan	prerequisite	1.00
khan.dividing_fractions_0.5	khan.dividing-fractions-by-whole-numbers-introduction	khan	prerequisite	1.00
khan.subtracting-decimals-without-the-standard-algorithm-7	khan.subtracting-decimals-without-the-standard-algorithm-6	khan	prerequisite	1.00
khan.adding-decimals-without-the-standard-algorithm-4	khan.adding-decimals-without-the-standard-algorithm-6	khan	prerequisite	1.00
khan.dividing-decimals-without-the-standard-algorithm-3	khan.dividing-decimals-without-the-standard-algorithm-2	khan	prerequisite	1.00
khan.multiplying_mixed_numbers_1	khan.multiplying_fractions_0.5	khan	prerequisite	1.00
khan.multiplying-fractions-by-fractions-word-problems	khan.multiplying_fractions_0.5	khan	prerequisite	1.00
khan.area-of-rectangles-with-fractional-side-lengths	khan.multiplying_fractions_0.5	khan	prerequisite	1.00
khan.subtracting-decimals-without-the-standard-algorithm-8	khan.subtracting-decimals-without-the-standard-algorithm-7	khan	prerequisite	1.00
khan.adding-decimals-without-the-standard-algorithm-5	khan.adding-decimals-without-the-standard-algorithm-4	khan	prerequisite	1.00
khan.multiplying-by-taking-out-factors-of-10	khan.multiplication_1	khan	prerequisite	1.00
khan.dividing-by-taking-out-factors-of-10	khan.division_1.5	khan	prerequisite	1.00
khan.dividing-by-taking-out-factors-of-10	khan.multiplication_1	khan	prerequisite	1.00
khan.dividing-decimals-without-the-standard-algorithm-4	khan.dividing-decimals-without-the-standard-algorithm-3	khan	prerequisite	1.00
khan.division-with-fractions-and-whole-numbers	khan.dividing_fractions_0.5	khan	prerequisite	1.00
khan.division-with-fractions-and-whole-numbers	khan.dividing_fractions	khan	prerequisite	1.00
khan.adding_decimals_0.5	khan.adding-decimals-without-the-standard-algorithm-5	khan	prerequisite	1.00
khan.subtracting_decimals_0.5	khan.subtracting-decimals-without-the-standard-algorithm-8	khan	prerequisite	1.00
khan.multiplying_decimals_0.5	khan.multiplying-decimals-without-the-standard-algorithm-3	khan	prerequisite	1.00
khan.multiplication_4	khan.multiplication_3	khan	prerequisite	1.00
khan.basic-multi-digit-division	khan.dividing-by-taking-out-factors-of-10	khan	prerequisite	1.00
khan.dividing-decimals-without-the-standard-algorithm-5	khan.dividing-decimals-without-the-standard-algorithm-4	khan	prerequisite	1.00
khan.adding_decimals	khan.adding_decimals_0.5	khan	prerequisite	1.00
khan.subtracting_decimals	khan.subtracting_decimals_0.5	khan	prerequisite	1.00
khan.multiplying_decimals_1	khan.multiplying_decimals_0.5	khan	prerequisite	1.00
khan.division_3	khan.division_2	khan	prerequisite	1.00
khan.division_3	khan.multiplication_4	khan	prerequisite	1.00
khan.division_3	khan.basic-multi-digit-division	khan	prerequisite	1.00
khan.dividing-decimals-without-the-standard-algorithm-6	khan.dividing-decimals-without-the-standard-algorithm-5	khan	prerequisite	1.00
khan.dividing_decimals_0.5	khan.multiplying_decimals_1	khan	prerequisite	1.00
khan.dividing_decimals_0.5	khan.division_3	khan	prerequisite	1.00
khan.dividing_decimals_0.5	khan.division_2	khan	prerequisite	1.00
khan.dividing-decimals-without-the-standard-algorithm-7	khan.dividing-decimals-without-the-standard-algorithm-6	khan	prerequisite	1.00
khan.writing_expressions_1	khan.writing-expressions-with-variables-1	khan	prerequisite	1.00
khan.exponents	khan.powers-of-ten	khan	prerequisite	1.00
khan.dividing-decimals-without-the-standard-algorithm-8	khan.dividing-decimals-without-the-standard-algorithm-7	khan	prerequisite	1.00
khan.area_of_parallelograms	khan.area_of_squares_and_rectangles	khan	prerequisite	1.00
khan.area_of_parallelograms	khan.properties-of-shapes	khan	prerequisite	1.00
khan.intro-to-simple-data	khan.reading_bar_charts_2	khan	prerequisite	1.00
khan.powers-of-fractions	khan.exponents	khan	prerequisite	1.00
khan.powers-of-fractions	khan.multiplying_fractions_0.5	khan	prerequisite	1.00
assistments.317	khan.identifying-factors-and-multiples	khan	prerequisite	1.00
assistments.65	khan.identifying-factors-and-multiples	khan	prerequisite	1.00
khan.understanding-dividing-fractions-by-fractions	khan.division-with-fractions-and-whole-numbers	khan	prerequisite	1.00
khan.adding_decimals_2	khan.adding_decimals	khan	prerequisite	1.00
khan.subtracting_decimals_2	khan.subtracting_decimals	khan	prerequisite	1.00
khan.dividing_decimals_1	khan.dividing_decimals_0.5	khan	prerequisite	1.00
khan.dividing_decimals_1	khan.dividing-decimals-without-the-standard-algorithm-8	khan	prerequisite	1.00
khan.multiplying_decimals	khan.multiplication_4	khan	prerequisite	1.00
khan.multiplying_decimals	khan.multiplying_decimals_1	khan	prerequisite	1.00
khan.number_line_2	khan.decimals_on_the_number_line_2	khan	prerequisite	1.00
khan.number_line_2	khan.negative_number_word_problems	khan	prerequisite	1.00
khan.converting-between-fractions-and-percents	assistments.48	khan	prerequisite	1.00
khan.representing-ratios	khan.understanding-fractions-as-division	khan	prerequisite	1.00
khan.representing-ratios	assistments.48	khan	prerequisite	1.00
khan.area_of_triangles_1	khan.area_of_parallelograms	khan	prerequisite	1.00
khan.statistical-questions	khan.intro-to-simple-data	khan	prerequisite	1.00
khan.creating-frequency-tables	khan.intro-to-simple-data	khan	prerequisite	1.00
khan.gcf-and-lcm-word-problems	assistments.317	khan	prerequisite	1.00
khan.gcf-and-lcm-word-problems	assistments.65	khan	prerequisite	1.00
khan.dividing_fractions_1.5	khan.understanding-dividing-fractions-by-fractions	khan	prerequisite	1.00
khan.adding_and_subtracting_decimals_word_problems	khan.adding_decimals_2	khan	prerequisite	1.00
khan.adding_and_subtracting_decimals_word_problems	khan.subtracting_decimals_2	khan	prerequisite	1.00
khan.dividing_decimals_2	khan.dividing_decimals_1	khan	prerequisite	1.00
khan.dividing_decimals_2	khan.division_3	khan	prerequisite	1.00
khan.decimals_on_the_number_line_3	khan.number_line_2	khan	prerequisite	1.00
khan.identifying_points_1	khan.number_line_2	khan	prerequisite	1.00
khan.identifying_points_1	khan.graphing_points	khan	prerequisite	1.00
khan.converting_decimals_to_percents	khan.understanding_moving_the_decimal	khan	prerequisite	1.00
khan.converting_decimals_to_percents	khan.converting-between-fractions-and-percents	khan	prerequisite	1.00
khan.nets-of-3d-figures	khan.area-and-perimeter-of-rectangles-word-problems	khan	prerequisite	1.00
khan.analyzing-with-dot-plots	khan.creating-frequency-tables	khan	prerequisite	1.00
khan.evaluating-basic-sigma-notation	khan.comparing-features-of-functions-2	khan	prerequisite	1.00
khan.identifying-parts-of-expressions	mooccubex.cs.运算次序	khan	prerequisite	1.00
khan.dividing-fractions-by-fractions-word-problems	khan.dividing_fractions_1.5	khan	prerequisite	1.00
khan.division_4	khan.division_3	khan	prerequisite	1.00
khan.dividing_decimals_3	khan.dividing_decimals_2	khan	prerequisite	1.00
khan.number_line_3	khan.number_line_2	khan	prerequisite	1.00
khan.fractions_on_the_number_line_3	khan.decimals_on_the_number_line_3	khan	prerequisite	1.00
khan.ordering-small-negative-numbers	khan.number_line_2	khan	prerequisite	1.00
khan.relative-position-on-the-coordinate-plane	khan.identifying_points_1	khan	prerequisite	1.00
khan.reflecting-points	khan.identifying_points_1	khan	prerequisite	1.00
khan.converting_percents_to_decimals	khan.understanding_moving_the_decimal	khan	prerequisite	1.00
khan.converting_percents_to_decimals	khan.converting-between-fractions-and-percents	khan	prerequisite	1.00
khan.ratio_word_problems	khan.representing-ratios	khan	prerequisite	1.00
khan.solving-ratio-problems-with-tables	khan.representing-ratios	khan	prerequisite	1.00
khan.area-of-triangles-2	khan.area_of_triangles_1	khan	prerequisite	1.00
khan.calculating-the-mean	khan.intro-to-simple-data	khan	prerequisite	1.00
khan.calculating-the-median	khan.intro-to-simple-data	khan	prerequisite	1.00
khan.combining-like-terms-0.5	khan.identifying-parts-of-expressions	khan	prerequisite	1.00
khan.dividing_decimals	khan.division_4	khan	prerequisite	1.00
khan.dividing_decimals	khan.dividing_decimals_3	khan	prerequisite	1.00
khan.writing-numerical-inequalities	khan.fractions_on_the_number_line_3	khan	prerequisite	1.00
khan.understanding-inequalities-and-the-number-line	khan.fractions_on_the_number_line_3	khan	prerequisite	1.00
khan.find-area-and-perimeter-on-the-coordinate-plane	khan.relative-position-on-the-coordinate-plane	khan	prerequisite	1.00
khan.rate_problems_0.5	khan.ratio_word_problems	khan	prerequisite	1.00
khan.volume_with_fractions	khan.volume_1	khan	prerequisite	1.00
khan.testing-solutions-of-inequalities	khan.testing-solutions-of-equations-inequalities	khan	prerequisite	1.00
khan.ordering-rational-numbers	khan.understanding-inequalities-and-the-number-line	khan	prerequisite	1.00
khan.comparing-rates	khan.rate_problems_0.5	khan	prerequisite	1.00
khan.areas_of_trapezoids_rhombi_and_kites	khan.area_of_triangles_1	khan	prerequisite	1.00
khan.find-a-missing-value-given-the-mean	khan.calculating-the-mean	khan	prerequisite	1.00
khan.effects-of-shifting-adding-removing-data-point	khan.calculating-the-mean	khan	prerequisite	1.00
khan.effects-of-shifting-adding-removing-data-point	khan.calculating-the-median	khan	prerequisite	1.00
khan.median-and-range-puzzlers	khan.calculating-the-median	khan	prerequisite	1.00
alcpl.data_mining.Interquartile_range	khan.analyzing-with-dot-plots	khan	prerequisite	1.00
alcpl.data_mining.Interquartile_range	khan.calculating-the-median	khan	prerequisite	1.00
khan.calculating-the-mean-from-various-data-displays	khan.calculating-the-mean	khan	prerequisite	1.00
khan.calculating-the-mean-from-various-data-displays	khan.analyzing-with-dot-plots	khan	prerequisite	1.00
khan.calculating-the-median	khan.analyzing-with-dot-plots	khan	prerequisite	1.00
khan.equivalent-forms-of-expressions-1	khan.combining-like-terms-0.5	khan	prerequisite	1.00
khan.combining-like-terms-with-distribution	khan.factoring_linear_binomials	khan	prerequisite	1.00
khan.combining-like-terms-with-distribution	khan.combining-like-terms-0.5	khan	prerequisite	1.00
khan.volume-word-problems-with-fractions	khan.volume_2	khan	prerequisite	1.00
khan.volume-word-problems-with-fractions	khan.multiplying_decimals	khan	prerequisite	1.00
khan.volume-word-problems-with-fractions	khan.volume_with_fractions	khan	prerequisite	1.00
khan.area-of-quadrilaterals-and-polygons	khan.area_of_parallelograms	khan	prerequisite	1.00
khan.area-of-quadrilaterals-and-polygons	khan.areas_of_trapezoids_rhombi_and_kites	khan	prerequisite	1.00
khan.calculating-the-mean-absolute-deviation--mad-	khan.analyzing-with-dot-plots	khan	prerequisite	1.00
khan.calculating-the-mean-absolute-deviation--mad-	khan.calculating-the-mean	khan	prerequisite	1.00
khan.comparing-data-displays	alcpl.data_mining.Interquartile_range	khan	prerequisite	1.00
khan.comparing-data-displays	khan.calculating-the-mean	khan	prerequisite	1.00
khan.inequalities_on_a_number_line	khan.number_line_2	khan	prerequisite	1.00
khan.inequalities_on_a_number_line	khan.testing-solutions-of-inequalities	khan	prerequisite	1.00
khan.absolute-value-word-problems	khan.absolute_value	khan	prerequisite	1.00
khan.comparing_absolute_values	khan.absolute_value	khan	prerequisite	1.00
assistments.77	khan.ratio_word_problems	khan	prerequisite	1.00
assistments.77	khan.rate_problems_0.5	khan	prerequisite	1.00
assistments.77	khan.converting_percents_to_decimals	khan	prerequisite	1.00
khan.composing-and-decomposing-shapes	khan.area-of-quadrilaterals-and-polygons	khan	prerequisite	1.00
khan.writing-expressions-with-variables-word-problems	khan.writing_expressions_1	khan	prerequisite	1.00
khan.inequalities-in-one-variable-1	khan.writing-numerical-inequalities	khan	prerequisite	1.00
khan.comparing-absolute-values-2	khan.comparing_absolute_values	khan	prerequisite	1.00
khan.writing-basic-algebraic-expressions-word-problems-2	khan.writing-expressions-with-variables-word-problems	khan	prerequisite	1.00
khan.writing-basic-algebraic-expressions-word-problems-2	khan.calculating-the-mean	khan	prerequisite	1.00
khan.one-step-add-sub-equations-2	khan.one_step_equations	khan	prerequisite	1.00
khan.one-step-mult-div-equations-2	khan.linear_equations_1	khan	prerequisite	1.00
khan.interpreting-expressions	khan.writing-expressions-with-variables-word-problems	khan	prerequisite	1.00
khan.equations-in-one-variable-1	khan.linear_equations_1	khan	prerequisite	1.00
khan.equations-in-one-variable-1	khan.one_step_equations	khan	prerequisite	1.00
khan.equations-in-one-variable-1	khan.translate-one-step-equations-and-solve--basic-	khan	prerequisite	1.00
khan.multiplying_and_dividing_negative_numbers	khan.multiplication_0.5	khan	prerequisite	1.00
khan.rate_problems_1	khan.understanding-fractions-as-division	khan	prerequisite	1.00
khan.rate_problems_1	khan.rate_problems_0.5	khan	prerequisite	1.00
khan.negative-number-word-problems-1	khan.multiplying_and_dividing_negative_numbers	khan	prerequisite	1.00
